NCT Id,Brief Title,Official Title,Overall Status,Conditions,Interventions,Study First Post Date,Last Update Post Date,Phases,Study Type,sex,minimumAge,maximumAge
NCT05805826,To Understand the Safety and Effects of a C. Difficile Vaccine With New Adds-Ons That Will Be Given to Healthy Adults,"A PHASE 1/2 RANDOMIZED STUDY TO EVALUATE THE SAFETY, TOLERABILITY, IMMUNOGENICITY, AND IMMUNOPERSISTENCE OF A CLOSTRIDIOIDES DIFFICILE VACCINE ADMINISTERED WITH NOVEL ADJUVANTS IN HEALTHY ADULTS",ACTIVE_NOT_RECRUITING,Clostridoides Difficile Associated Disease,Biological: C. difficile vaccine formulation 1.|Biological: C. difficile vaccine formulation 2.|Biological: C. difficile vaccine formulation 3.|Other: Saline Placebo.|Biological: C. difficile vaccine formulation 2.|Biological: C. difficile vaccine formulation 3.|Biological: C. difficile vaccine (previously studied formulation).|Biological: C. difficile vaccine formulation 2.|Biological: C. difficile vaccine formulation 2.|Biological: C. difficile vaccine formulation 2.|Biological: C. difficile vaccine formulation 2.|Biological: C. difficile vaccine (previously studied formulation).|Biological: C. difficile vaccine formulation 2.,2023-04-10,2024-09-25,PHASE1|PHASE2,INTERVENTIONAL,ALL,65 Years,
NCT04233866,"Comparing Two Treatment Combinations, Gemcitabine and Nab-Paclitaxel With 5-Fluorouracil, Leucovorin, and Liposomal Irinotecan for Older Patients With Pancreatic Cancer That Has Spread","A Randomized Phase II Study of Gemcitabine and Nab-Paclitaxel Compared With 5-Fluorouracil, Leucovorin, and Liposomal Irinotecan in Older Patients With Treatment Naïve Metastatic Pancreatic Cancer (GIANT)",ACTIVE_NOT_RECRUITING,Metastatic Pancreatic Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v8,Drug: Gemcitabine|Drug: Fluorouracil,2020-01-18,2023-12-28,PHASE2,INTERVENTIONAL,ALL,70 Years,
NCT04985630,The Mitopure Challenge to Detect Levels of Urolithin A in Dried Blood Spots,Open-labelled Study to Validate Home-based Use of a Health and Wellness Kit (The Mitopure Challenge) to Detect Levels of Urolithin A in Dried Blood Spots After Intake of Mitopure (Proprietary Urolithin A),RECRUITING,Healthy Aging|Healthy|Healthy Diet,Dietary Supplement: Mitopure,2021-08-02,2024-08-06,NA,INTERVENTIONAL,ALL,18 Years,80 Years
NCT05540522,A Study to Evaluate a Modified RNA Vaccine Against Influenza in Adults 18 Years of Age or Older,"A PHASE 3, RANDOMIZED, OBSERVER-BLINDED STUDY TO EVALUATE THE EFFICACY, SAFETY, TOLERABILITY, AND IMMUNOGENICITY OF A MODIFIED RNA VACCINE AGAINST INFLUENZA COMPARED TO LICENSED INACTIVATED INFLUENZA VACCINE IN HEALTHY ADULTS 18 YEARS OF AGE OR OLDER",COMPLETED,"Influenza, Human",Biological: Quadrivalent influenza modRNA vaccine|Biological: Quadrivalent influenza vaccine|Biological: Quadrivalent influenza modRNA vaccine|Biological: Quadrivalent influenza vaccine,2022-09-14,2024-04-03,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04821622,Study of Talazoparib With Enzalutamide in Men With DDR Gene Mutated mCSPC,"TALAPRO-3: A PHASE 3, RANDOMIZED, DOUBLE-BLIND, STUDY OF TALAZOPARIB WITH ENZALUTAMIDE VERSUS PLACEBO WITH ENZALUTAMIDE IN MEN WITH DDR GENE MUTATED METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER",ACTIVE_NOT_RECRUITING,Prostate Cancer,Drug: talazoparib plus enzalutamide|Drug: Placebo plus enzalutamide,2021-03-29,2024-09-19,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT05245422,Acceptance of a Partially Hydrolyzed Formula,Parent And Infant Relief (PAIR): Acceptance of a Partially Hydrolyzed Formula,COMPLETED,Fussy Infant (Baby),Other: Infant Formula - Intact protein|Other: Infant Formula - Partially hydrolyzed protein,2022-02-18,2023-07-27,NA,INTERVENTIONAL,ALL,15 Days,75 Days
NCT03422822,Study to Evaluate Efficacy and Safety of PF-04965842 With or Without Topical Medications in Subjects Aged 12 Years and Older With Moderate to Severe Atopic Dermatitis,"A PHASE 3 MULTI-CENTER, LONG-TERM EXTENSION STUDY INVESTIGATING THE EFFICACY AND SAFETY OF ABROCITINIB, WITH OR WITHOUT TOPICAL MEDICATIONS, ADMINISTERED TO SUBJECTS AGED 12 YEARS AND OLDER WITH MODERATE TO SEVERE ATOPIC DERMATITIS",ACTIVE_NOT_RECRUITING,"Dermatitis, Atopic",Drug: Abrocitinib 100 mg|Drug: Abrocitinib 200 mg,2018-02-06,2024-08-09,PHASE3,INTERVENTIONAL,ALL,12 Years,
NCT05128825,"A Study of ZN-c3 in Subjects With High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer","A Phase 2 Open-Label, Multicenter Study To Evaluate Efficacy And Safety Of ZN-c3 In Subjects With High-Grade Serous Ovarian, Fallopian Tube, Or Primary Peritoneal Cancer (ZN-c3-005/GOG-3066/DENALI)",ACTIVE_NOT_RECRUITING,"High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer",Drug: ZN-c3,2021-11-22,2024-06-25,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT02180867,Radiation Therapy With or Without Combination Chemotherapy or Pazopanib Before Surgery in Treating Patients With Newly Diagnosed Non-rhabdomyosarcoma Soft Tissue Sarcomas That Can Be Removed by Surgery,Pazopanib Neoadjuvant Trial in Non-Rhabdomyosarcoma Soft Tissue Sarcomas (PAZNTIS): A Phase II/III Randomized Trial of Preoperative Chemoradiation or Preoperative Radiation Plus or Minus Pazopanib (NSC# 737754),ACTIVE_NOT_RECRUITING,Alveolar Soft Part Sarcoma|Angiomatoid Fibrous Histiocytoma|Atypical Fibroxanthoma|Clear Cell Sarcoma of Soft Tissue|Epithelioid Malignant Peripheral Nerve Sheath Tumor|Epithelioid Sarcoma|Extraskeletal Myxoid Chondrosarcoma|Extraskeletal Osteosarcoma|Fibrohistiocytic Neoplasm|Fibrosarcoma|Inflammatory Myofibroblastic Tumor|Intimal Sarcoma|Leiomyosarcoma|Liposarcoma|Liver Embryonal Sarcoma|Low Grade Fibromyxoid Sarcoma|Low Grade Myofibroblastic Sarcoma|Malignant Peripheral Nerve Sheath Tumor|Malignant Skin Granular Cell Tumor|Malignant Triton Tumor|Mesenchymal Chondrosarcoma|Myxofibrosarcoma|Myxoid Chondrosarcoma|Myxoinflammatory Fibroblastic Sarcoma|Nerve Sheath Neoplasm|PEComa|Pericytic Neoplasm|Plexiform Fibrohistiocytic Tumor|Sclerosing Epithelioid Fibrosarcoma|Skin Glomus Tumor|Stage IB Soft Tissue Sarcoma AJCC v7|Stage IIB Soft Tissue Sarcoma AJCC v7|Stage III Soft Tissue Sarcoma AJCC v7|Stage IV Soft Tissue Sarcoma AJCC v7|Synovial Sarcoma|Undifferentiated High Grade Pleomorphic Sarcoma of Bone,Drug: Doxorubicin|Drug: Doxorubicin|Drug: Pazopanib|Radiation: Radiation Therapy,2014-07-03,2024-09-26,PHASE2|PHASE3,INTERVENTIONAL,ALL,2 Years,
NCT04214067,"Testing the Addition of the Immunotherapy Drug, Pembrolizumab, to the Usual Radiation Treatment for Newly Diagnosed Early Stage High Intermediate Risk Endometrial Cancer",A Phase III Randomized Trial of Radiation +/- Pembrolizumab (MK-3475) for Newly Diagnosed Early Stage High Intermediate Risk Mismatch Repair Deficient (dMMR) Endometrioid Endometrial Cancer,ACTIVE_NOT_RECRUITING,Endometrial Endometrioid Adenocarcinoma|Stage I Uterine Corpus Cancer AJCC v8|Stage II Uterine Corpus Cancer AJCC v8,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2019-12-30,2024-08-06,PHASE3,INTERVENTIONAL,FEMALE,18 Years,
NCT00887146,Radiation Therapy With Concomitant and Adjuvant Temozolomide Versus Radiation Therapy With Adjuvant PCV Chemotherapy in Patients With Anaplastic Glioma or Low Grade Glioma,Phase III Intergroup Study of Radiotherapy With Concomitant and Adjuvant Temozolomide Versus Radiotherapy With Adjuvant PCV Chemotherapy in Patients With 1p/19q Co-deleted Anaplastic Glioma or Low Grade Glioma,ACTIVE_NOT_RECRUITING,Brain and Central Nervous System Tumors,Radiation: radiotherapy|Drug: concomitant temozolomide (TMZ),2009-04-23,2024-08-02,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT01901094,Comparison of Axillary Lymph Node Dissection With Axillary Radiation for Patients With Node-Positive Breast Cancer Treated With Chemotherapy,A Randomized Phase III Trial Comparing Axillary Lymph Node Dissection to Axillary Radiation in Breast Cancer Patients (cT1-3 N1) Who Have Positive Sentinel Lymph Node Disease After Neoadjuvant Chemotherapy,ACTIVE_NOT_RECRUITING,Stage II Breast Cancer|Stage IIIA Breast Cancer,Procedure: Axillary Lymph Node Dissection (ALND)|Radiation: Nodal Radiation Therapy,2013-07-17,2024-02-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT00927394,Aliskiren and Valsartan vs Valsartan Alone in Patients With Stage II Systolic Hypertension and Type II Diabetes Mellitus,"An 8 Week Randomized, Double-Blind, Parallel Group, Multi-Center, Active Controlled Study to Evaluate the Antihypertensive Efficacy and Safety of Aliskiren Administered in Combination With Valsartan Versus Valsartan Alone in Patients With Stage 2 Systolic Hypertension and Type 2 Diabetes Mellitus",COMPLETED,Hypertension,Drug: Aliskiren|Drug: Valsartan,2009-06-25,2012-12-06,PHASE4,INTERVENTIONAL,ALL,18 Years,
NCT05552976,A Study to Evaluate Mezigdomide in Combination With Carfilzomib and Dexamethasone (MeziKD) Versus Carfilzomib and Dexamethasone (Kd) in Participants With Relapsed or Refractory Multiple Myeloma (SUCCESSOR-2),"A Phase 3, Two-stage, Randomized, Multicenter, Open-label Study Comparing Mezigdomide (CC-92480/BMS-986348), Carfilzomib, and Dexamethasone (MeziKD) Versus Carfilzomib and Dexamethasone (Kd) in Participants With Relapsed or Refractory Multiple Myeloma (RRMM): SUCCESSOR-2",RECRUITING,Relapsed or Refractory Multiple Myeloma,Drug: Mezigdomide|Drug: Carfilzomib,2022-09-23,2024-09-23,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04593927,Long Term Special Drug Use-results Surveillance for Mayzent in SPMS Patients,Long Term Special Drug Use-results Surveillance for Mayzent in SPMS Patients (Prevention of Relapses and Delay of Progression of Physical Disability in Secondary Progressive Multiple Sclerosis),COMPLETED,Secondary Progressive Multiple Sclerosis (SPMS),Drug: Mayzent,2020-10-20,2024-02-12,,OBSERVATIONAL,ALL,,99 Years
NCT06267560,Lp(a) Lowering Study of Pelacarsen (TQJ230) in US Black/African American and Hispanic Participants With Elevated Lp(a) and Established ASCVD,"A Randomized Double-blind, Placebo-controlled, Multicenter Study to Evaluate the Efficacy, Safety and Tolerability of Pelacarsen (TQJ230) in US Black/African American & Hispanic Patient Populations With Elevated Lp(a) and Established Atherosclerotic Cardiovascular Disease",RECRUITING,Elevated Lp(a) and Established Atherosclerotic Cardiovascular Disease,Drug: TQJ230|Drug: Placebo,2024-02-20,2024-08-09,PHASE3,INTERVENTIONAL,ALL,18 Years,80 Years
NCT00980460,Risk-Based Therapy in Treating Younger Patients With Newly Diagnosed Liver Cancer,Treatment of Children With All Stages of Hepatoblastoma With Temsirolimus (NSC#683864) Added to High Risk Stratum Treatment,ACTIVE_NOT_RECRUITING,PRETEXT I Hepatoblastoma|PRETEXT II Hepatoblastoma|PRETEXT III Hepatoblastoma|PRETEXT IV Hepatoblastoma,Drug: Cisplatin|Drug: Cisplatin|Drug: Cisplatin|Drug: Cisplatin|Other: Laboratory Biomarker Analysis,2009-09-21,2024-08-06,PHASE3,INTERVENTIONAL,ALL,,21 Years
NCT01975376,The Evaluation of Bococizumab (PF-04950615;RN316) in Reducing the Occurrence of Major Cardiovascular Events in High Risk Subjects,"Phase 3 Multi-center, Double-blind, Randomized, Placebo-controlled, Parallel Group Evaluation Of The Efficacy, Safety, And Tolerability Of Bococizumab (Pf-04950615) In Reducing The Occurrence Of Major Cardiovascular Events In High Risk Subjects.",TERMINATED,Cardiovascular Disease,Drug: bococizumab (PF-04950615)|Drug: Placebo,2013-11-03,2018-07-11,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT02437201,Study of Liberty Program on Women's Health and Intimate Partner Violence,"Study of Liberty Program on Women's Health and Intimate Partner Violence: Multinational, Open, Randomised, Controlled Clinical Study",UNKNOWN,Violence Against Women,Behavioral: Liberty Program|,2015-05-07,2015-09-29,NA,INTERVENTIONAL,FEMALE,18 Years,60 Years
NCT01838512,Prospective Research Assessment in Multiple Myeloma: An Observational Evaluation (PREAMBLE),Prospective Research Assessment in Multiple Myeloma: An Observational Evaluation (PREAMBLE),RECRUITING,Multiple Myeloma,|,2013-04-24,2024-08-09,,OBSERVATIONAL,ALL,18 Years,
NCT04828681,Angio-IMR and Cardiac MR-derived MVO in STEMI Patients,Functional Coronary Angiography-Derived Index of Microcirculatory Resistance and Microvascular Obstruction in Cardiac Magnetic Resonance Imaging After ST-segment Elevation Myocardial Infarction,UNKNOWN,ST-segment Elevation Myocardial Infarction (STEMI),Diagnostic Test: Cardiac magnetic resonance imaging|Diagnostic Test: Cardiac magnetic resonance imaging,2021-04-02,2022-09-08,,OBSERVATIONAL,ALL,,
NCT06118281,ARTEMIS - A Research Study to Look at How Ziltivekimab Works Compared to Placebo in People With a Heart Attack,ARTEMIS - Effects of Ziltivekimab Versus Placebo on Cardiovascular Outcomes in Patients With Acute Myocardial Infarction,NOT_YET_RECRUITING,Cardiovascular Risk|Acute Myocardial Infarction (AMI),Drug: Ziltivekimab|Drug: Placebo,2023-11-07,2024-04-02,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT05675410,"A Study to Compare Standard Therapy to Treat Hodgkin Lymphoma to the Use of Two Drugs, Brentuximab Vedotin and Nivolumab",A Randomized Phase 3 Interim Response Adapted Trial Comparing Standard Therapy With Immuno-oncology Therapy for Children and Adults With Newly Diagnosed Stage I and II Classic Hodgkin Lymphoma,RECRUITING,Lugano Classification Limited Stage Hodgkin Lymphoma AJCC v8,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2023-01-09,2024-09-25,PHASE3,INTERVENTIONAL,ALL,5 Years,60 Years
NCT03908229,Trainee Participation Increases Colon Adenoma Detection Rate,Trainee Participation Increases Colon Adenoma Detection Rate: a Randomized Controlled Trial,COMPLETED,Colonic Polyp,Procedure: Trainee colonoscopy|Procedure: Experienced physician colonoscopy,2019-04-09,2020-03-03,NA,INTERVENTIONAL,ALL,18 Years,
NCT05602194,Studying the Effect of Levocarnitine in Protecting the Liver From Chemotherapy for Leukemia or Lymphoma,A Randomized Trial of Levocarnitine Prophylaxis to Prevent Asparaginase-Associated Hepatotoxicity in Adolescents and Young Adults Receiving Acute Lymphoblastic Leukemia Therapy,RECRUITING,"B Acute Lymphoblastic Leukemia|B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1|B Acute Lymphoblastic Leukemia, BCR-ABL1-Like|Lymphoblastic Lymphoma|Mixed Phenotype Acute Leukemia|T Acute Lymphoblastic Leukemia",Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Dietary Supplement: Levocarnitine,2022-11-02,2024-09-23,PHASE3,INTERVENTIONAL,ALL,15 Years,40 Years
NCT00435162,Dose Response of Valsartan on Sitting Systolic Blood Pressure in Children 6 Months - 5 Years of Age With High Blood Pressure,"A Randomized, Multicenter, Double-blind, 6 Week Study to Evaluate the Dose Response of Valsartan on Blood Pressure Reduction in Children 6 Months - 5 Years Old With Hypertension, Followed by a 2 Week Placebo Withdrawal Period.",COMPLETED,Hypertension,Drug: Valsartan 0.25 mg/kg|Drug: Valsartan 1.0 mg/kg|Drug: Valsartan 4.0 mg/kg,2007-02-14,2011-05-09,PHASE3,INTERVENTIONAL,ALL,6 Months,5 Years
NCT03604991,Nivolumab and Ipilimumab in Treating Patients With Esophageal and Gastroesophageal Junction Adenocarcinoma Undergoing Surgery,A Phase II/III Study of Peri-Operative Nivolumab and Ipilimumab in Patients With Locoregional Esophageal and Gastroesophageal Junction Adenocarcinoma,SUSPENDED,Clinical Stage II Esophageal Adenocarcinoma AJCC v8|Clinical Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage III Esophageal Adenocarcinoma AJCC v8|Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVA Esophageal Adenocarcinoma AJCC v8|Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Esophageal Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2018-07-30,2024-09-19,PHASE2|PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04293562,A Study to Compare Standard Chemotherapy to Therapy With CPX-351 and/or Gilteritinib for Patients With Newly Diagnosed AML With or Without FLT3 Mutations,"A Phase 3 Randomized Trial for Patients With De Novo AML Comparing Standard Therapy Including Gemtuzumab Ozogamicin (GO) to CPX-351 With GO, and the Addition of the FLT3 Inhibitor Gilteritinib for Patients With FLT3 Mutations",ACTIVE_NOT_RECRUITING,Acute Myeloid Leukemia,Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase|Drug: Asparaginase|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase|Drug: Asparaginase|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase,2020-03-03,2024-09-23,PHASE3,INTERVENTIONAL,ALL,,21 Years
NCT05050162,Comparing High-Dose Cisplatin Every Three Weeks to Low-Dose Cisplatin Weekly When Combined With Radiation for Patients With Advanced Head and Neck Cancer,Randomized Phase II/III Trial of Radiation With High-Dose Cisplatin (100 mg/m2) Every Three Weeks Versus Radiation With Low-Dose Weekly Cisplatin (40 mg/m2) for Patients With Locoregionally Advanced Squamous Cell Carcinoma of the Head and Neck (SCCHN),RECRUITING,Advanced Head and Neck Squamous Cell Carcinoma|Advanced Hypopharyngeal Squamous Cell Carcinoma|Advanced Laryngeal Squamous Cell Carcinoma|Advanced Oropharyngeal Squamous Cell Carcinoma|Squamous Cell Carcinoma of Unknown Primary,Drug: Cisplatin|Drug: Cisplatin|Drug: Cisplatin|Drug: Cisplatin,2021-09-20,2024-02-07,PHASE2|PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT00741260,Study Evaluating The Combination Of Neratinib And Capecitabine In Solid Tumors And Breast Cancer,"A Phase 1/2, Open-Label Study Of Neratinib (HKI-272) In Combination With Capecitabine In Subjects With Solid Tumors And ErbB-2 Positive Metastatic Or Locally Advanced Breast Cancer",COMPLETED,Breast Cancer,Drug: Neratinib|Drug: Neratinib|Drug: Neratinib|Drug: Neratinib|Drug: Neratinib|Drug: Neratinib|Drug: Neratinib,2008-08-26,2018-09-05,PHASE1|PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03737994,Targeted Treatment for ALK Positive Patients Who Have Previously Been Treated for Non-squamous Non-small Cell Lung Cancer,A Biomarker-Driven Protocol for Previously Treated ALK-Positive Non-Squamous NSCLC Patients: The NCI-NRG ALK Protocol,ACTIVE_NOT_RECRUITING,Lung Non-Squamous Non-Small Cell Carcinoma|Stage IV Lung Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8,Drug: Crizotinib|Drug: Alectinib|Drug: Lorlatinib|Drug: Alectinib|Drug: Brigatinib|Drug: Brigatinib|Drug: Alectinib|Drug: Crizotinib|Drug: Alectinib|Drug: Brigatinib,2018-11-13,2024-08-16,PHASE2,INTERVENTIONAL,ALL,18 Years,
